audit_key,request_id,run_cycle,dashboard_scope,source_system,target_system,device_id,feeder_id,flow_start_ts,mdm_request_ts,mdm_response_ts,mdm_status,mdm_failure_category,mdm_http_code,transaction_id,nfms_request_ts,nfms_response_ts,nfms_status,nfms_http_code,retry_count,retry_threshold,deviated_flag,final_status,final_failure_source,final_message,time_taken_ms,created_ts,updated_ts
REQ-900015_MZ2000015,REQ-900015,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000015,FD1015,1773872282926,1773872283000,1773872283210,SUCCESS,NONE,200.0,PEDM_61220073,1773872283604.0,1773872283934.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1008,2026-03-18T22:18:02.926147+00:00,2026-03-18T22:18:03.934000+00:00
REQ-900016_MZ2000016,REQ-900016,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000016,FD1016,1773872383926,1773872383947,1773872384261,SUCCESS,NONE,200.0,PEDM_82070937,1773872384506.0,1773872384894.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,968,2026-03-18T22:19:43.926147+00:00,2026-03-18T22:19:44.894000+00:00
REQ-900017_MZ2000017,REQ-900017,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000017,FD1017,1773872326926,1773872327001,1773872327404,SUCCESS,NONE,200.0,PEDM_10435578,1773872327630.0,1773872328080.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1154,2026-03-18T22:18:46.926147+00:00,2026-03-18T22:18:48.080000+00:00
REQ-900018_MZ2000018,REQ-900018,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000018,FD1018,1773872279926,1773872280026,1773872280717,SUCCESS,NONE,200.0,PEDM_78137358,1773872280887.0,1773872281138.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1212,2026-03-18T22:17:59.926147+00:00,2026-03-18T22:18:01.138000+00:00
REQ-900019_MZ2000019,REQ-900019,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000019,FD1019,1773872416926,1773872417013,1773872417094,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,168,2026-03-18T22:20:16.926147+00:00,2026-03-18T22:20:17.094000+00:00
REQ-900020_MZ2000020,REQ-900020,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000020,FD1020,1773872287926,1773872287992,1773872288701,SUCCESS,NONE,200.0,PEDM_17774584,1773872288940.0,1773872289290.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1364,2026-03-18T22:18:07.926147+00:00,2026-03-18T22:18:09.290000+00:00
REQ-900021_MZ2000021,REQ-900021,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000021,FD1021,1773872291926,1773872292008,1773872292229,SKIPPED,INACTIVE_FEEDER,,,,,NOT_TRIGGERED,,0,3,False,SKIPPED,SOURCE_FILTER,FeederConnectionStatus not C,303,2026-03-18T22:18:11.926147+00:00,2026-03-18T22:18:12.229000+00:00
REQ-900022_MZ2000022,REQ-900022,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000022,FD1022,1773872427926,1773872428016,1773872428434,SUCCESS,NONE,200.0,PEDM_80823176,1773872428831.0,1773872428999.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1073,2026-03-18T22:20:27.926147+00:00,2026-03-18T22:20:28.999000+00:00
REQ-900023_MZ2000023,REQ-900023,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000023,FD1023,1773872552926,1773872552971,1773872553689,SUCCESS,NONE,200.0,PEDM_97225156,1773872553968.0,1773872554358.0,FAILED,504.0,3,3,False,FAILED,NFMS,NFMS_HTTP_504,1432,2026-03-18T22:22:32.926147+00:00,2026-03-18T22:22:34.358000+00:00
REQ-900024_MZ2000024,REQ-900024,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000024,FD1024,1773872303926,1773872303989,1773872304112,SUCCESS,NONE,200.0,PEDM_84346088,1773872304326.0,1773872304498.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,572,2026-03-18T22:18:23.926147+00:00,2026-03-18T22:18:24.498000+00:00
REQ-900025_MZ2000025,REQ-900025,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000025,FD1025,1773872557926,1773872558026,1773872558226,SUCCESS,NONE,200.0,PEDM_19046318,1773872558357.0,1773872558586.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,660,2026-03-18T22:22:37.926147+00:00,2026-03-18T22:22:38.586000+00:00
REQ-900026_MZ2000026,REQ-900026,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000026,FD1026,1773872363926,1773872363981,1773872365055,SUCCESS,NONE,200.0,PEDM_82374753,1773872365228.0,1773872365580.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1654,2026-03-18T22:19:23.926147+00:00,2026-03-18T22:19:25.580000+00:00
REQ-900027_MZ2000027,REQ-900027,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000027,FD1027,1773872369926,1773872370006,1773872370919,SUCCESS,NONE,200.0,PEDM_22660194,1773872371070.0,1773872371726.0,SUCCESS,200.0,2,3,False,SUCCESS,NONE,NONE,1800,2026-03-18T22:19:29.926147+00:00,2026-03-18T22:19:31.726000+00:00
REQ-900028_MZ2000028,REQ-900028,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000028,FD1028,1773872599926,1773872599952,1773872600233,SUCCESS,NONE,200.0,PEDM_64038913,1773872600517.0,1773872600632.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,706,2026-03-18T22:23:19.926147+00:00,2026-03-18T22:23:20.632000+00:00
REQ-900029_MZ2000029,REQ-900029,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000029,FD1029,1773872381926,1773872382014,1773872383012,SUCCESS,NONE,200.0,PEDM_66623995,1773872383182.0,1773872383478.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1552,2026-03-18T22:19:41.926147+00:00,2026-03-18T22:19:43.478000+00:00
REQ-900030_MZ2000030,REQ-900030,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000030,FD1030,1773872327926,1773872328002,1773872328282,SUCCESS,NONE,200.0,PEDM_97529405,1773872328671.0,1773872328738.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,812,2026-03-18T22:18:47.926147+00:00,2026-03-18T22:18:48.738000+00:00
REQ-900031_MZ2000031,REQ-900031,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000031,FD1031,1773872672926,1773872672976,1773872673396,SKIPPED,INACTIVE_FEEDER,,,,,NOT_TRIGGERED,,0,3,False,SKIPPED,SOURCE_FILTER,FeederConnectionStatus not C,470,2026-03-18T22:24:32.926147+00:00,2026-03-18T22:24:33.396000+00:00
REQ-900032_MZ2000032,REQ-900032,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000032,FD1032,1773872495926,1773872495953,1773872496370,SUCCESS,NONE,200.0,PEDM_10289289,1773872496645.0,1773872497106.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1180,2026-03-18T22:21:35.926147+00:00,2026-03-18T22:21:37.106000+00:00
REQ-900033_MZ2000033,REQ-900033,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000033,FD1033,1773872438926,1773872439000,1773872440076,FAILED,MDM_HTTP_FAILURE,403.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_403,1150,2026-03-18T22:20:38.926147+00:00,2026-03-18T22:20:40.076000+00:00
REQ-900034_MZ2000034,REQ-900034,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000034,FD1034,1773872309926,1773872310020,1773872311210,SUCCESS,NONE,200.0,PEDM_52091325,1773872311302.0,1773872311661.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1735,2026-03-18T22:18:29.926147+00:00,2026-03-18T22:18:31.661000+00:00
REQ-900035_MZ2000035,REQ-900035,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000035,FD1035,1773872592926,1773872592966,1773872593162,SUCCESS,NONE,200.0,PEDM_20752378,1773872593321.0,1773872593685.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,759,2026-03-18T22:23:12.926147+00:00,2026-03-18T22:23:13.685000+00:00
REQ-900036_MZ2000036,REQ-900036,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000036,FD1036,1773872423926,1773872423997,1773872424322,SUCCESS,NONE,200.0,PEDM_43046464,1773872424716.0,1773872424796.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,870,2026-03-18T22:20:23.926147+00:00,2026-03-18T22:20:24.796000+00:00
REQ-900037_MZ2000037,REQ-900037,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000037,FD1037,1773872540926,1773872541020,1773872542170,SUCCESS,NONE,200.0,PEDM_44999379,1773872542376.0,1773872543098.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,2172,2026-03-18T22:22:20.926147+00:00,2026-03-18T22:22:23.098000+00:00
REQ-900038_MZ2000038,REQ-900038,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000038,FD1038,1773872397926,1773872397984,1773872399000,SUCCESS,NONE,200.0,PEDM_19736572,1773872399093.0,1773872399471.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1545,2026-03-18T22:19:57.926147+00:00,2026-03-18T22:19:59.471000+00:00
REQ-900039_MZ2000039,REQ-900039,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000039,FD1039,1773872363926,1773872363955,1773872365136,SUCCESS,NONE,200.0,PEDM_77898694,1773872365339.0,1773872366024.0,FAILED,504.0,5,3,True,FAILED,NFMS,Retry threshold exceeded,2098,2026-03-18T22:19:23.926147+00:00,2026-03-18T22:19:26.024000+00:00
REQ-900040_MZ2000040,REQ-900040,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000040,FD1040,1773872527926,1773872527982,1773872528385,SUCCESS,MISSING_DATA,200.0,PEDM_82909480,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,653,2026-03-18T22:22:07.926147+00:00,2026-03-18T22:22:08.579000+00:00
REQ-900041_MZ2000041,REQ-900041,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000041,FD1041,1773872822926,1773872823013,1773872823109,SUCCESS,NONE,200.0,PEDM_84437458,1773872823381.0,1773872823887.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,961,2026-03-18T22:27:02.926147+00:00,2026-03-18T22:27:03.887000+00:00
REQ-900042_MZ2000042,REQ-900042,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000042,FD1042,1773872375926,1773872376016,1773872376414,SUCCESS,NONE,200.0,PEDM_47816686,1773872376796.0,1773872377223.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1297,2026-03-18T22:19:35.926147+00:00,2026-03-18T22:19:37.223000+00:00
REQ-900043_MZ2000043,REQ-900043,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000043,FD1043,1773872766926,1773872766979,1773872768094,SUCCESS,NONE,200.0,PEDM_43704923,1773872768185.0,1773872768569.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1643,2026-03-18T22:26:06.926147+00:00,2026-03-18T22:26:08.569000+00:00
REQ-900044_MZ2000044,REQ-900044,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000044,FD1044,1773872515926,1773872515951,1773872516038,SUCCESS,NONE,200.0,PEDM_27558317,1773872516242.0,1773872516681.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,755,2026-03-18T22:21:55.926147+00:00,2026-03-18T22:21:56.681000+00:00
REQ-900045_MZ2000045,REQ-900045,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000045,FD1045,1773872837926,1773872838000,1773872838099,SUCCESS,NONE,200.0,PEDM_20099059,1773872838269.0,1773872838347.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,421,2026-03-18T22:27:17.926147+00:00,2026-03-18T22:27:18.347000+00:00
REQ-900046_MZ2000046,REQ-900046,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000046,FD1046,1773872759926,1773872760016,1773872760399,SUCCESS,MISSING_DATA,200.0,PEDM_27105448,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,534,2026-03-18T22:25:59.926147+00:00,2026-03-18T22:26:00.460000+00:00
REQ-900047_MZ2000047,REQ-900047,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000047,FD1047,1773872912926,1773872912951,1773872913763,SUCCESS,NONE,200.0,PEDM_43491314,1773872913897.0,1773872914356.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1430,2026-03-18T22:28:32.926147+00:00,2026-03-18T22:28:34.356000+00:00
REQ-900048_MZ2000048,REQ-900048,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000048,FD1048,1773872639926,1773872640025,1773872640421,SUCCESS,NONE,200.0,PEDM_31810617,1773872640627.0,1773872640898.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,972,2026-03-18T22:23:59.926147+00:00,2026-03-18T22:24:00.898000+00:00
REQ-900049_MZ2000049,REQ-900049,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000049,FD1049,1773872893926,1773872893988,1773872894911,SUCCESS,NONE,200.0,PEDM_43308443,1773872895117.0,1773872895580.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1654,2026-03-18T22:28:13.926147+00:00,2026-03-18T22:28:15.580000+00:00
REQ-900050_MZ2000050,REQ-900050,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000050,FD1050,1773872657926,1773872657950,1773872658993,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,1067,2026-03-18T22:24:17.926147+00:00,2026-03-18T22:24:18.993000+00:00
REQ-900051_MZ2000051,REQ-900051,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000051,FD1051,1773872717926,1773872717990,1773872718695,FAILED,MDM_HTTP_FAILURE,400.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_400,769,2026-03-18T22:25:17.926147+00:00,2026-03-18T22:25:18.695000+00:00
REQ-900052_MZ2000052,REQ-900052,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000052,FD1052,1773872675926,1773872675988,1773872676638,SUCCESS,NONE,200.0,PEDM_47463522,1773872676918.0,1773872677931.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,2005,2026-03-18T22:24:35.926147+00:00,2026-03-18T22:24:37.931000+00:00
REQ-900053_MZ2000053,REQ-900053,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000053,FD1053,1773872790926,1773872790988,1773872791124,SUCCESS,NONE,200.0,PEDM_45059710,1773872791312.0,1773872791957.0,FAILED,504.0,5,3,True,FAILED,NFMS,Retry threshold exceeded,1031,2026-03-18T22:26:30.926147+00:00,2026-03-18T22:26:31.957000+00:00
REQ-900054_MZ2000054,REQ-900054,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000054,FD1054,1773872693926,1773872693990,1773872694712,SUCCESS,NONE,200.0,PEDM_91363974,1773872695040.0,1773872695297.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1371,2026-03-18T22:24:53.926147+00:00,2026-03-18T22:24:55.297000+00:00
REQ-900055_MZ2000055,REQ-900055,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000055,FD1055,1773872537926,1773872537978,1773872538148,SUCCESS,NONE,200.0,PEDM_68526649,1773872538241.0,1773872538820.0,FAILED,408.0,3,3,False,FAILED,NFMS,NFMS_HTTP_408,894,2026-03-18T22:22:17.926147+00:00,2026-03-18T22:22:18.820000+00:00
REQ-900056_MZ2000056,REQ-900056,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000056,FD1056,1773872935926,1773872935988,1773872936710,SUCCESS,NONE,200.0,PEDM_26726926,1773872936955.0,1773872937173.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1247,2026-03-18T22:28:55.926147+00:00,2026-03-18T22:28:57.173000+00:00
REQ-900057_MZ2000057,REQ-900057,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000057,FD1057,1773872663926,1773872663997,1773872664682,SUCCESS,NONE,200.0,PEDM_27084279,1773872664866.0,1773872665863.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1937,2026-03-18T22:24:23.926147+00:00,2026-03-18T22:24:25.863000+00:00
REQ-900058_MZ2000058,REQ-900058,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000058,FD1058,1773872497926,1773872498024,1773872498720,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,794,2026-03-18T22:21:37.926147+00:00,2026-03-18T22:21:38.720000+00:00
REQ-900059_MZ2000059,REQ-900059,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000059,FD1059,1773872620926,1773872620982,1773872621492,SUCCESS,MISSING_DATA,200.0,PEDM_87844239,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,916,2026-03-18T22:23:40.926147+00:00,2026-03-18T22:23:41.842000+00:00
REQ-900060_MZ2000060,REQ-900060,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000060,FD1060,1773872807926,1773872808002,1773872808987,SUCCESS,NONE,200.0,PEDM_38682516,1773872809338.0,1773872810164.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,2238,2026-03-18T22:26:47.926147+00:00,2026-03-18T22:26:50.164000+00:00
REQ-900061_MZ2000061,REQ-900061,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000061,FD1061,1773872878926,1773872879025,1773872879791,SUCCESS,NONE,200.0,PEDM_41523529,1773872880023.0,1773872880495.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1569,2026-03-18T22:27:58.926147+00:00,2026-03-18T22:28:00.495000+00:00
REQ-900062_MZ2000062,REQ-900062,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000062,FD1062,1773872393926,1773872393951,1773872394532,SUCCESS,NONE,200.0,PEDM_92043803,1773872394658.0,1773872394930.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1004,2026-03-18T22:19:53.926147+00:00,2026-03-18T22:19:54.930000+00:00
REQ-900063_MZ2000063,REQ-900063,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000063,FD1063,1773872963926,1773872963970,1773872964836,SUCCESS,MISSING_DATA,200.0,PEDM_63640499,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,Transformer failed due to missing or invalid MDM payload,1074,2026-03-18T22:29:23.926147+00:00,2026-03-18T22:29:25+00:00
REQ-900064_MZ2000064,REQ-900064,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000064,FD1064,1773873103926,1773873103946,1773873104244,SUCCESS,NONE,200.0,PEDM_39372360,1773873104445.0,1773873104861.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,935,2026-03-18T22:31:43.926147+00:00,2026-03-18T22:31:44.861000+00:00
REQ-900065_MZ2000065,REQ-900065,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000065,FD1065,1773872402926,1773872403017,1773872403607,SUCCESS,NONE,200.0,PEDM_71265269,1773872403786.0,1773872404083.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1157,2026-03-18T22:20:02.926147+00:00,2026-03-18T22:20:04.083000+00:00
REQ-900066_MZ2000066,REQ-900066,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000066,FD1066,1773872933926,1773872934022,1773872934751,SUCCESS,NONE,200.0,PEDM_92228802,1773872935096.0,1773872935879.0,SUCCESS,200.0,3,3,False,SUCCESS,NONE,NONE,1953,2026-03-18T22:28:53.926147+00:00,2026-03-18T22:28:55.879000+00:00
REQ-900067_MZ2000067,REQ-900067,T-5,BLOCKLOADPROFILE,MDM,NFMS,MZ2000067,FD1067,1773872877926,1773872878003,1773872878613,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,687,2026-03-18T22:27:57.926147+00:00,2026-03-18T22:27:58.613000+00:00
REQ-900068_MZ2000068,REQ-900068,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000068,FD1068,1773873227926,1773873228012,1773873229084,SUCCESS,NONE,200.0,PEDM_42111036,1773873229312.0,1773873229411.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1485,2026-03-18T22:33:47.926147+00:00,2026-03-18T22:33:49.411000+00:00
REQ-900069_MZ2000069,REQ-900069,T-15,BLOCKLOADPROFILE,MDM,NFMS,MZ2000069,FD1069,1773872621926,1773872621980,1773872622747,FAILED,MDM_NOT_FOUND,404.0,,,,NOT_TRIGGERED,,0,3,False,FAILED,MDM,MDM_HTTP_404,821,2026-03-18T22:23:41.926147+00:00,2026-03-18T22:23:42.747000+00:00
REQ-900070_MZ2000070,REQ-900070,Hourly,BLOCKLOADPROFILE,MDM,NFMS,MZ2000070,FD1070,1773872557926,1773872557975,1773872558839,SUCCESS,NONE,200.0,PEDM_30509175,1773872559012.0,1773872559284.0,SUCCESS,200.0,0,3,False,SUCCESS,NONE,NONE,1358,2026-03-18T22:22:37.926147+00:00,2026-03-18T22:22:39.284000+00:00
